Betty	F	25504	1938
Shirley	F	23767	1938
Carol	F	19424	1938
Nancy	F	18948	1938
Dorothy	F	16348	1938
Margaret	F	15330	1938
Joan	F	14302	1938
Robert	M	62268	1938
James	M	59099	1938
John	M	50519	1938
William	M	42422	1938
Richard	M	34380	1938
Charles	M	31138	1938
Donald	M	26665	1938
David	M	22992	1938
Thomas	M	21376	1938
Ronald	M	20296	1938
Mary	F	54901	1939
Barbara	F	37258	1939
Patricia	F	29706	1939
Betty	F	23641	1939
Shirley	F	20445	1939
Carol	F	20166	1939
Nancy	F	19726	1939
Judith	F	16626	1939
Dorothy	F	15171	1939
Margaret	F	14952	1939
Robert	M	59645	1939
James	M	59627	1939
John	M	51015	1939
William	M	42077	1939
Richard	M	35373	1939
Charles	M	30787	1939
David	M	25362	1939
Donald	M	24056	1939
Thomas	M	22128	1939
Ronald	M	19835	1939
Mary	F	56203	1940
Barbara	F	36734	1940
Patricia	F	32664	1940
Judith	F	22382	1940
Betty	F	22074	1940
Carol	F	21761	1940
Nancy	F	19732	1940
Linda	F	18369	1940
Shirley	F	17878	1940
Sandra	F	16150	1940
James	M	62473	1940
Robert	M	61196	1940
John	M	54779	1940
William	M	44768	1940
Richard	M	37415	1940
Charles	M	31684	1940
David	M	27687	1940
Thomas	M	23987	1940
Donald	M	23106	1940
Ronald	M	20730	1940
Mary	F	58040	1941
Barbara	F	39538	1941
Patricia	F	36901	1941
Carol	F	24181	1941
Linda	F	23721	1941
Judith	F	23316	1941
Betty	F	20905	1941
Nancy	F	20881	1941
Sandra	F	19498	1941
Shirley	F	16953	1941
James	M	66736	1941
Robert	M	64233	1941
John	M	57515	1941
William	M	47789	1941
Richard	M	39106	1941
Charles	M	32732	1941
David	M	30551	1941
Thomas	M	26643	1941
Ronald	M	24399	1941
Donald	M	22633	1941
Mary	F	63254	1942
Barbara	F	44734	1942
Patricia	F	39456	1942
Linda	F	31611	1942
Carol	F	30273	1942
Sandra	F	24993	1942
Judith	F	24792	1942
Nancy	F	23325	1942
Betty	F	21653	1942
Carolyn	F	19979	1942
James	M	77176	1942
Robert	M	71838	1942
John	M	66027	1942
William	M	54884	1942
Richard	M	43585	1942
David	M	35894	1942
Charles	M	35843	1942
Thomas	M	31098	1942
Ronald	M	27134	1942
Donald	M	23951	1942
Mary	F	66169	1943
Barbara	F	43429	1943
Patricia	F	39625	1943
Linda	F	38439	1943
Carol	F	31682	1943
Sandra	F	25988	1943
Judith	F	25209	1943
Sharon	F	24713	1943
Nancy	F	23990	1943
Betty	F	21596	1943
James	M	80261	1943
Robert	M	74865	1943
John	M	68919	1943
William	M	55898	1943
Richard	M	46328	1943
David	M	37236	1943
Charles	M	36627	1943
Thomas	M	32865	1943
Ronald	M	29235	1943
Michael	M	24743	1943
Mary	F	62467	1944
Barbara	F	39197	1944
Linda	F	38412	1944
Patricia	F	36877	1944
Carol	F	30456	1944
Sandra	F	26023	1944
Nancy	F	23212	1944
Judith	F	22430	1944
Sharon	F	22430	1944
Betty	F	19756	1944
James	M	76951	1944
Robert	M	70843	1944
John	M	66610	1944
William	M	52369	1944
Richard	M	45642	1944
David	M	37381	1944
Charles	M	34654	1944
Thomas	M	31598	1944
Michael	M	26720	1944
Ronald	M	25511	1944
Mary	F	59283	1945
Linda	F	41462	1945
Barbara	F	38276	1945
Patricia	F	35839	1945
Carol	F	30387	1945
Sandra	F	24701	1945
Nancy	F	21456	1945
Sharon	F	20834	1945
Judith	F	20189	1945
Susan	F	19222	1945
James	M	74449	1945
Robert	M	69937	1945
John	M	66113	1945
William	M	50213	1945
Richard	M	46043	1945
David	M	37098	1945
Charles	M	32462	1945
Thomas	M	31869	1945
Michael	M	29899	1945
Ronald	M	23663	1945
Mary	F	67467	1946
Linda	F	52710	1946
Patricia	F	46296	1946
Barbara	F	45122	1946
Carol	F	34284	1946
Sandra	F	31692	1946
Nancy	F	28344	1946
Susan	F	28267	1946
Sharon	F	27824	1946
Judith	F	22308	1946
James	M	87436	1946
Robert	M	84138	1946
John	M	79261	1946
William	M	60038	1946
Richard	M	58868	1946
David	M	46439	1946
Michael	M	41181	1946
Thomas	M	38867	1946
Charles	M	38203	1946
Ronald	M	31855	1946
Linda	F	99689	1947
Mary	F	71687	1947
Patricia	F	51279	1947
Barbara	F	48792	1947
Sandra	F	34775	1947
Carol	F	33539	1947
Nancy	F	32444	1947
Susan	F	31954	1947
Sharon	F	28535	1947
Donna	F	23519	1947
James	M	94757	1947
Robert	M	91640	1947
John	M	88319	1947
William	M	66989	1947
Richard	M	58521	1947
David	M	57806	1947
Michael	M	50501	1947
Thomas	M	44835	1947
Charles	M	40770	1947
Larry	M	34938	1947
Linda	F	96211	1948
Mary	F	68597	1948
Barbara	F	46826	1948
Patricia	F	46136	1948
Susan	F	35985	1948
Sandra	F	31060	1948
Nancy	F	29411	1948
Carol	F	28979	1948
Sharon	F	26142	1948
Kathleen	F	23256	1948
James	M	88584	1948
Robert	M	85475	1948
John	M	82829	1948
William	M	61965	1948
David	M	56623	1948
Michael	M	52564	1948
Richard	M	50970	1948
Thomas	M	43778	1948
Charles	M	38676	1948
Ronald	M	33518	1948
Linda	F	91016	1949
Mary	F	66864	1949
Patricia	F	46330	1949
Barbara	F	42601	1949
Susan	F	37706	1949
Sandra	F	30642	1949
Nancy	F	29246	1949
Carol	F	26783	1949
Kathleen	F	26354	1949
Sharon	F	25711	1949
